username,last_saved,run,topics,user_select,show_voided,sort_by_shot,ascending,null_shots_first,auto_update,auto_scroll,scroll_top,max_rows,fontsize,show_test,GUID,id
ennever,2/23/10,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,-1,0,0,-1,0,-1,320,2,N,{467A27CC-D951-E711-ABE8-0050568A3DF0},{467A27CC-D951-E711-ABE8-0050568A3DF0}
faustian,3/1/10,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",,N,0,0,0,-1,-1,-1,80,1,Y,{477A27CC-D951-E711-ABE8-0050568A3DF0},{477A27CC-D951-E711-ABE8-0050568A3DF0}
mantica,3/5/10,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{487A27CC-D951-E711-ABE8-0050568A3DF0},{487A27CC-D951-E711-ABE8-0050568A3DF0}
markchil,7/7/11,1160718,"('BES','BOLO','CECE','CFP','cnpa','CXRS','DATA_STORAGE','dust','ECE','EDGE','ENGOPS','FILD','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,320,2,Y,{497A27CC-D951-E711-ABE8-0050568A3DF0},{497A27CC-D951-E711-ABE8-0050568A3DF0}
rperkins,4/3/14,0,"('PHYSICS_OPERATOR','RF','RF_MONITOR','SESSION_LEADER','SL_PLAN')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{4A7A27CC-D951-E711-ABE8-0050568A3DF0},{4A7A27CC-D951-E711-ABE8-0050568A3DF0}
laurenme,1/24/11,1110126,"('PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{4B7A27CC-D951-E711-ABE8-0050568A3DF0},{4B7A27CC-D951-E711-ABE8-0050568A3DF0}
vwinters,1/18/12,1120224,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{4C7A27CC-D951-E711-ABE8-0050568A3DF0},{4C7A27CC-D951-E711-ABE8-0050568A3DF0}
garcia,12/8/11,1120217,"('EDGE','PHYSICS_OPERATOR','SESSION_LEADER','SL_SUMMARY','SPECTROSCOPY')",,N,-1,-1,0,-1,-1,-1,80,1,Y,{4D7A27CC-D951-E711-ABE8-0050568A3DF0},{4D7A27CC-D951-E711-ABE8-0050568A3DF0}
preynas,1/18/12,1120215,"('PHYSICS_OPERATOR','SL_PLAN','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{4E7A27CC-D951-E711-ABE8-0050568A3DF0},{4E7A27CC-D951-E711-ABE8-0050568A3DF0}
dvanees,10/1/15,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{4F7A27CC-D951-E711-ABE8-0050568A3DF0},{4F7A27CC-D951-E711-ABE8-0050568A3DF0}
creely,8/18/15,1120921,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{507A27CC-D951-E711-ABE8-0050568A3DF0},{507A27CC-D951-E711-ABE8-0050568A3DF0}
jhosea,5/13/14,1150708,"('PHYSICS_OPERATOR','RF','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{517A27CC-D951-E711-ABE8-0050568A3DF0},{517A27CC-D951-E711-ABE8-0050568A3DF0}
geelen,2/17/12,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{527A27CC-D951-E711-ABE8-0050568A3DF0},{527A27CC-D951-E711-ABE8-0050568A3DF0}
mgarrett,5/16/12,0,"('PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{537A27CC-D951-E711-ABE8-0050568A3DF0},{537A27CC-D951-E711-ABE8-0050568A3DF0}
jeehyun,5/16/12,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{547A27CC-D951-E711-ABE8-0050568A3DF0},{547A27CC-D951-E711-ABE8-0050568A3DF0}
seungil,5/16/12,0,"('ECE','HXR','LH','MSE','PHYSICS_OPERATOR','RF_REFLECTOMETER','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{557A27CC-D951-E711-ABE8-0050568A3DF0},{557A27CC-D951-E711-ABE8-0050568A3DF0}
shinya,3/2/15,1150825,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",seung,N,0,0,0,-1,-1,-1,80,1,Y,{567A27CC-D951-E711-ABE8-0050568A3DF0},{567A27CC-D951-E711-ABE8-0050568A3DF0}
ykazakov,10/1/15,0,"('CXRS','ECE','FILD','IMPURITIES','NEUTRONS','PHYSICS_OPERATOR','RF','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{577A27CC-D951-E711-ABE8-0050568A3DF0},{577A27CC-D951-E711-ABE8-0050568A3DF0}
adiallo,6/18/12,1150722,"('IMPURITIES','REFLECTOMETER')",me,N,-1,0,-1,-1,-1,-1,160,2,N,{587A27CC-D951-E711-ABE8-0050568A3DF0},{587A27CC-D951-E711-ABE8-0050568A3DF0}
martineh,2/1/16,1160914,"('LH','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{597A27CC-D951-E711-ABE8-0050568A3DF0},{597A27CC-D951-E711-ABE8-0050568A3DF0}
frizzi,6/26/14,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{5A7A27CC-D951-E711-ABE8-0050568A3DF0},{5A7A27CC-D951-E711-ABE8-0050568A3DF0}
dunne,7/13/15,1150721,"('SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,0,0,0,-1,0,-1,80,1,Y,{5B7A27CC-D951-E711-ABE8-0050568A3DF0},{5B7A27CC-D951-E711-ABE8-0050568A3DF0}
cgiroud,7/14/15,1150714,"('REFLECTOMETER','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{5C7A27CC-D951-E711-ABE8-0050568A3DF0},{5C7A27CC-D951-E711-ABE8-0050568A3DF0}
mirap,3/16/16,0,"('IMPURITIES','PHYSICS_OPERATOR','PO_PLAN','PO_SUMMARY','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SPECTROSCOPY')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{5D7A27CC-D951-E711-ABE8-0050568A3DF0},{5D7A27CC-D951-E711-ABE8-0050568A3DF0}
kerickso,3/14/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{5E7A27CC-D951-E711-ABE8-0050568A3DF0},{5E7A27CC-D951-E711-ABE8-0050568A3DF0}
ntsujii,7/26/07,1100903,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','dust','ECE','EDGE','ENGOPS','FTCI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ntsujii,N,-1,0,0,-1,-1,-1,320,3,Y,{5F7A27CC-D951-E711-ABE8-0050568A3DF0},{5F7A27CC-D951-E711-ABE8-0050568A3DF0}
PKOERT,6/19/12,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{607A27CC-D951-E711-ABE8-0050568A3DF0},{607A27CC-D951-E711-ABE8-0050568A3DF0}
howell,6/20/07,1080228,"('MHD','PHYSICS_OPERATOR','RF','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{617A27CC-D951-E711-ABE8-0050568A3DF0},{617A27CC-D951-E711-ABE8-0050568A3DF0}
toland,9/14/09,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','ECE','EDGE','ENGOPS','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,2,Y,{627A27CC-D951-E711-ABE8-0050568A3DF0},{627A27CC-D951-E711-ABE8-0050568A3DF0}
bsavage,3/2/11,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{637A27CC-D951-E711-ABE8-0050568A3DF0},{637A27CC-D951-E711-ABE8-0050568A3DF0}
pazsoldan,4/3/14,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{647A27CC-D951-E711-ABE8-0050568A3DF0},{647A27CC-D951-E711-ABE8-0050568A3DF0}
jcanik,8/19/15,1150820,"('PHYSICS_OPERATOR','SESSION_LEADER','SPECTROSCOPY')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{657A27CC-D951-E711-ABE8-0050568A3DF0},{657A27CC-D951-E711-ABE8-0050568A3DF0}
normandy,9/14/15,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{667A27CC-D951-E711-ABE8-0050568A3DF0},{667A27CC-D951-E711-ABE8-0050568A3DF0}
wangbo,7/30/15,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",Robert Granetz,N,-1,0,0,-1,-1,-1,80,1,Y,{677A27CC-D951-E711-ABE8-0050568A3DF0},{677A27CC-D951-E711-ABE8-0050568A3DF0}
abraham,4/29/16,0,"('IMPURITIES','PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{687A27CC-D951-E711-ABE8-0050568A3DF0},{687A27CC-D951-E711-ABE8-0050568A3DF0}
jmaddox,3/4/16,0,('SESSION_LEADER'),ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{697A27CC-D951-E711-ABE8-0050568A3DF0},{697A27CC-D951-E711-ABE8-0050568A3DF0}
harryhan,6/6/16,1100824,"('GPI','PCI','PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,-1,0,0,-1,-1,-1,80,1,Y,{6A7A27CC-D951-E711-ABE8-0050568A3DF0},{6A7A27CC-D951-E711-ABE8-0050568A3DF0}
zhuziyan,6/14/16,1160616,"('REFLECTOMETER','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{6B7A27CC-D951-E711-ABE8-0050568A3DF0},{6B7A27CC-D951-E711-ABE8-0050568A3DF0}
blinehan,6/7/16,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{6C7A27CC-D951-E711-ABE8-0050568A3DF0},{6C7A27CC-D951-E711-ABE8-0050568A3DF0}
emd,2/15/11,0,"('AVAILABILITY','BES','BOLO','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{6D7A27CC-D951-E711-ABE8-0050568A3DF0},{6D7A27CC-D951-E711-ABE8-0050568A3DF0}
ckasten,9/9/11,0,"('CECE','FTCI','HIREX','PCI','PHYSICS_OPERATOR','polar','REFLECTOMETER','RF','SESSION_LEADER','SL_PLAN','TCI')",ME,N,-1,0,0,-1,-1,-1,320,2,Y,{6E7A27CC-D951-E711-ABE8-0050568A3DF0},{6E7A27CC-D951-E711-ABE8-0050568A3DF0}
ctyler,8/6/12,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{6F7A27CC-D951-E711-ABE8-0050568A3DF0},{6F7A27CC-D951-E711-ABE8-0050568A3DF0}
hbar,10/2/12,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{707A27CC-D951-E711-ABE8-0050568A3DF0},{707A27CC-D951-E711-ABE8-0050568A3DF0}
testadmin,2/20/13,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{717A27CC-D951-E711-ABE8-0050568A3DF0},{717A27CC-D951-E711-ABE8-0050568A3DF0}
rohong,8/25/15,1150827,"('NEUTRALS','PI','PRESSURE','RF','RF_MONITOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",terry,N,-1,-1,0,-1,-1,-1,80,1,Y,{727A27CC-D951-E711-ABE8-0050568A3DF0},{727A27CC-D951-E711-ABE8-0050568A3DF0}
rwatterson,5/2/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{737A27CC-D951-E711-ABE8-0050568A3DF0},{737A27CC-D951-E711-ABE8-0050568A3DF0}
ktritz,6/3/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{747A27CC-D951-E711-ABE8-0050568A3DF0},{747A27CC-D951-E711-ABE8-0050568A3DF0}
matsch,9/8/16,1160712,('CXRS'),ME,B,-1,-1,0,-1,-1,-1,80,1,Y,{757A27CC-D951-E711-ABE8-0050568A3DF0},{757A27CC-D951-E711-ABE8-0050568A3DF0}
wcmccart,9/14/16,0,"('EDGE','ENGOPS')",ME,N,0,0,0,-1,-1,-1,80,1,Y,{767A27CC-D951-E711-ABE8-0050568A3DF0},{767A27CC-D951-E711-ABE8-0050568A3DF0}
twilks,9/22/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{777A27CC-D951-E711-ABE8-0050568A3DF0},{777A27CC-D951-E711-ABE8-0050568A3DF0}
bsorbom,9/30/16,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{787A27CC-D951-E711-ABE8-0050568A3DF0},{787A27CC-D951-E711-ABE8-0050568A3DF0}
sciortino,2/3/17,1101014,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,-1,-1,0,-1,-1,-1,80,1,Y,{797A27CC-D951-E711-ABE8-0050568A3DF0},{797A27CC-D951-E711-ABE8-0050568A3DF0}
PSFC\bsavage,10/4/07,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{7A7A27CC-D951-E711-ABE8-0050568A3DF0},{7A7A27CC-D951-E711-ABE8-0050568A3DF0}
shiraiwa,12/19/07,1160929,"('SESSION_LEADER','SL_PLAN','SL_SUMMARY')",,N,-1,0,0,-1,-1,-1,80,1,N,{7B7A27CC-D951-E711-ABE8-0050568A3DF0},{7B7A27CC-D951-E711-ABE8-0050568A3DF0}
golfit,8/17/09,1100323,"('PHYSICS_OPERATOR','SESSION_LEADER')",sears,N,-1,0,0,-1,-1,-1,80,1,Y,{7C7A27CC-D951-E711-ABE8-0050568A3DF0},{7C7A27CC-D951-E711-ABE8-0050568A3DF0}
rrosati,9/23/09,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{7D7A27CC-D951-E711-ABE8-0050568A3DF0},{7D7A27CC-D951-E711-ABE8-0050568A3DF0}
rtesfaye,11/18/10,0,"('ENGOPS','PHYSICS_OPERATOR','PO_PLAN','POWER_SYSTEMS','SESSION_LEADER','SL_PLAN')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{7E7A27CC-D951-E711-ABE8-0050568A3DF0},{7E7A27CC-D951-E711-ABE8-0050568A3DF0}
hazelzen,6/2/11,1101209,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{7F7A27CC-D951-E711-ABE8-0050568A3DF0},{7F7A27CC-D951-E711-ABE8-0050568A3DF0}
wjlee,6/24/11,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{807A27CC-D951-E711-ABE8-0050568A3DF0},{807A27CC-D951-E711-ABE8-0050568A3DF0}
atronchi,2/13/12,1120927,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",atronchi,N,-1,0,0,-1,-1,-1,320,1,N,{817A27CC-D951-E711-ABE8-0050568A3DF0},{817A27CC-D951-E711-ABE8-0050568A3DF0}
theiler,3/27/12,0,"('AVAILABILITY','BES','BOLO','CECE','CFP','cnpa','CXRS','DAQ_ERRORS','DATA_STORAGE','DISCHARGE_CLEAN','DNB','DPCS','dust','ECE','EDGE','ENGOPS','FILD','FTCI','GPI','HALPHA','HIREX','HXR','HYBRID','IMPURITIES','LH','LPI','MDS-PLUS','MHD','MINI_PROPOSAL','MSE','NEUTRALS','NEUTRONS','NEUTS_HARDS','OPS','PCI','PHYSICS_OPERATOR','PI','PO_PLAN','PO_SUMMARY','polar','POWER_SYSTEMS','PRESSURE','RANGEFINDER','REFLECTOMETER','RF','RF_MONITOR','RF_REFLECTOMETER','RGA','SESSION_LEADER','SL_PLAN','SL_SUMMARY','SOFTWARE','SPECTROSCOPY','TCI','TESTING','TESTING2','THOMPSON','TRANSPORT','TTCI','video','XRAY_PHA','XTOMO','Z_METER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{827A27CC-D951-E711-ABE8-0050568A3DF0},{827A27CC-D951-E711-ABE8-0050568A3DF0}
yamazaki,5/7/15,0,"('SESSION_LEADER','PHYSICS_OPERATOR')",ME,N,-1,-1,0,-1,-1,-1,80,1,,{837A27CC-D951-E711-ABE8-0050568A3DF0},{837A27CC-D951-E711-ABE8-0050568A3DF0}
hillairet,1/18/12,0,"('PHYSICS_OPERATOR','SESSION_LEADER','SL_PLAN','SL_SUMMARY')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{847A27CC-D951-E711-ABE8-0050568A3DF0},{847A27CC-D951-E711-ABE8-0050568A3DF0}
spectron,5/18/12,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,0,0,-1,-1,-1,80,1,Y,{857A27CC-D951-E711-ABE8-0050568A3DF0},{857A27CC-D951-E711-ABE8-0050568A3DF0}
bosco,2/20/13,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{867A27CC-D951-E711-ABE8-0050568A3DF0},{867A27CC-D951-E711-ABE8-0050568A3DF0}
guttenfe,3/4/14,1160714,"('HIREX','MHD','PCI','PHYSICS_OPERATOR','polar','SESSION_LEADER','SL_PLAN','SL_SUMMARY','TCI','THOMPSON')",,N,-1,-1,0,-1,-1,-1,320,1,Y,{877A27CC-D951-E711-ABE8-0050568A3DF0},{877A27CC-D951-E711-ABE8-0050568A3DF0}
sballinger,5/29/15,0,"('PHYSICS_OPERATOR','SESSION_LEADER')",ME,N,-1,-1,0,-1,-1,-1,80,1,Y,{887A27CC-D951-E711-ABE8-0050568A3DF0},{887A27CC-D951-E711-ABE8-0050568A3DF0}
