mp,id,date_filed,title,name,url,status,file_date,ICRF_80_MHz,ICRF_70_MHz,ICRF_50_MHz,Cryopump,DNB,rev_B,high_B,boronize_overnight,boronize_shots,comment,GUID
1483,077a,2/2/95,ICRF Heating in L-mode Plasmas,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/077a.pdf,Closed, 2/2/1995,,,,,,,,,,,{0DFC2E73-D951-E711-ABE8-0050568A3DF0}
1484,078,2/8/95,ICRF Heating in H-mode Plasmas,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/078.pdf,Closed, 2/8/1995,,,,,,,,,,,{0EFC2E73-D951-E711-ABE8-0050568A3DF0}
1485,079,1/23/95,Toroidal Field Scan with ICRF Heating,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/079.pdf,Closed, 1/23/1995,,,,,,,,,,,{0FFC2E73-D951-E711-ABE8-0050568A3DF0}
1486,080,1/20/95,Effect of Separatrix strike point location on divertor detachment,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/080.pdf,Closed, 1/20/1995,,,,,,,,,,,{10FC2E73-D951-E711-ABE8-0050568A3DF0}
1487,081,1/22/95,Li pellet + ICRF ``PEP\'\' Mode,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/081.pdf,Closed, 1/22/1995,,,,,,,,,,,{11FC2E73-D951-E711-ABE8-0050568A3DF0}
1488,083a,2/3/95,Initial Test of the Oak Ridge Polarimeter,irby                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/083a.pdf,Closed, 2/3/1995,,,,,,,,,,,{12FC2E73-D951-E711-ABE8-0050568A3DF0}
1489,086,2/2/95,Ohmic H Modes at Low q,snipes                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/086.pdf,Closed, 2/2/1995,,,,,,,,,,,{13FC2E73-D951-E711-ABE8-0050568A3DF0}
1490,090,2/22/95,ICRF Power Modulation,oshea                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/090.pdf,Closed, 2/22/1995,,,,,,,,,,,{14FC2E73-D951-E711-ABE8-0050568A3DF0}
1491,091,3/2/95,Non-recycling impurity screening study in diverted and limited,wang,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/091.pdf,Closed, 3/2/1995,,,,,,,,,,,{15FC2E73-D951-E711-ABE8-0050568A3DF0}
1492,093,3/1/95,ICRF H-Mode Density Scan with Reversed Toroidal Field,snipes                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/093.pdf,Closed, 3/1/1995,,,,,,,,,,,{16FC2E73-D951-E711-ABE8-0050568A3DF0}
1493,094,3/1/95,Ohmic H Modes at Low q with Ion Grad B Drift away from the X point,snipes                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/094.pdf,Closed, 3/1/1995,,,,,,,,,,,{17FC2E73-D951-E711-ABE8-0050568A3DF0}
1494,095,3/8/95,Demonstrate Remote Control of C-Mod,horne                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/095.pdf,Closed, 3/8/1995,,,,,,,,,,,{18FC2E73-D951-E711-ABE8-0050568A3DF0}
1495,096,3/7/95,Lithium Conditioning in Ohmic and ICRF H Modes,snipes                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/096.pdf,Closed, 3/7/1995,,,,,,,,,,,{19FC2E73-D951-E711-ABE8-0050568A3DF0}
1496,097a,3/9/95,Fast disruption termination using pellets,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/097a.pdf,Closed, 3/9/1995,,,,,,,,,,,{1AFC2E73-D951-E711-ABE8-0050568A3DF0}
1497,100,3/10/95,Comparison of screening of non-recycling impurities between diverted,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/100.pdf,Closed, 3/10/1995,,,,,,,,,,,{1BFC2E73-D951-E711-ABE8-0050568A3DF0}
1498,101,3/16/95,Control optimization tasks,wolfe                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/101.pdf,Closed, 3/16/1995,,,,,,,,,,,{1CFC2E73-D951-E711-ABE8-0050568A3DF0}
1499,104,3/13/95,Investigation of plasma flows using gas injection plumes,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/104.pdf,Closed, 3/13/1995,,,,,,,,,,,{1DFC2E73-D951-E711-ABE8-0050568A3DF0}
1500,105,3/24/95,Dependence of Detachment Threshold and Radial Extent on Plasma Current & q,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/105.pdf,Closed, 3/24/1995,,,,,,,,,,,{1EFC2E73-D951-E711-ABE8-0050568A3DF0}
1501,106,3/23/95,Impurity Transport with Reversed Toroidal Field,mccracken                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/106.pdf,Closed, 3/23/1995,,,,,,,,,,,{1FFC2E73-D951-E711-ABE8-0050568A3DF0}
1502,107,3/23/95,Scrape-off Layer Characterization - Reversed Field,labombard                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/107.pdf,Closed, 3/23/1995,,,,,,,,,,,{20FC2E73-D951-E711-ABE8-0050568A3DF0}
1503,108,3/23/95,Examine Up-down Neutral Density and Forbidden Line Asymmetry during         Reversed,rice                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/108.pdf,Closed, 3/23/1995,,,,,,,,,,,{21FC2E73-D951-E711-ABE8-0050568A3DF0}
1504,110a,4/7/95,3He Mode Conversion Heating,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/110a.pdf,Closed, 4/7/1995,,,,,,,,,,,{22FC2E73-D951-E711-ABE8-0050568A3DF0}
1505,113,4/13/95,Impurity Puffing to Induce the Detached Divertor Condition in,golovato,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/113.pdf,Closed, 4/13/1995,,,,,,,,,,,{23FC2E73-D951-E711-ABE8-0050568A3DF0}
1506,114,4/14/95,Examine Up-down Neutral Density Profile during Upper X-Point Operation,rice                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/114.pdf,Closed, 4/14/1995,,,,,,,,,,,{24FC2E73-D951-E711-ABE8-0050568A3DF0}
1507,115a,4/18/95,3He Second Harmonic Minority Heating,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/115a.pdf,Closed, 4/18/1995,,,,,,,,,,,{25FC2E73-D951-E711-ABE8-0050568A3DF0}
1508,116a,4/18/95,Begin 8 Tesla plasma operation,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/116a.pdf,Closed, 4/18/1995,,,,,,,,,,,{26FC2E73-D951-E711-ABE8-0050568A3DF0}
1509,117,4/18/95,3He Minority Heating at 7.9T,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/117.pdf,Closed, 4/18/1995,,,,,,,,,,,{27FC2E73-D951-E711-ABE8-0050568A3DF0}
1510,118,10/19/95,ICRF Heated H-Mode at 2.6 T,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/118.pdf,Closed,10/19/1995,,,,,,,,,,,{28FC2E73-D951-E711-ABE8-0050568A3DF0}
1511,119,10/19/95,Detailed radial profiles during ICRF minority heating for transport         analysis.,golovato,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/119.pdf,Closed,10/19/1995,,,,,,,,,,,{29FC2E73-D951-E711-ABE8-0050568A3DF0}
1512,120,10/18/95,Restart C-MOD 1995,wolfe                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/120.pdf,Closed,10/18/1995,,,,,,,,,,,{2AFC2E73-D951-E711-ABE8-0050568A3DF0}
1513,121,10/17/95,Second Harmonic Minority Hydrogen Heating at 2.6 Tesla,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/121.pdf,Closed,10/17/1995,,,,,,,,,,,{2BFC2E73-D951-E711-ABE8-0050568A3DF0}
1514,124,11/17/95,ICRF Heated Dimensionless Scaling (C-MOD / ASDEX-UG),takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/124.pdf,Closed,11/17/1995,,,,,,,,,,,{2CFC2E73-D951-E711-ABE8-0050568A3DF0}
1515,125a,11/27/95,ICRF Reversed Shear Mode,porkolab                      ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/125a.pdf,Closed,11/27/1995,,,,,,,,,,,{2DFC2E73-D951-E711-ABE8-0050568A3DF0}
1516,128a,11/28/95,Nitrogen Injection Plume Study,jablonski,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/128a.pdf,Closed,11/28/1995,,,,,,,,,,,{2EFC2E73-D951-E711-ABE8-0050568A3DF0}
1517,129a,12/4/95,Impurity screening in limiter discharges,mccracken                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/129a.pdf,Closed,12/4/1995,,,,,,,,,,,{2FFC2E73-D951-E711-ABE8-0050568A3DF0}
1518,130a,12/5/95,Effect of Helium Plasmas on Divertor Operation,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/130a.pdf,Closed,12/5/1995,,,,,,,,,,,{30FC2E73-D951-E711-ABE8-0050568A3DF0}
1519,131a,12/5/95,Minimize Density Rise During H-mode,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/131a.pdf,Closed,12/5/1995,,,,,,,,,,,{31FC2E73-D951-E711-ABE8-0050568A3DF0}
1520,132,12/20/95,ICRF H Mode Confinement With Boronized Walls,golovato,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/132.pdf,Closed,12/20/1995,,,,,,,,,,,{32FC2E73-D951-E711-ABE8-0050568A3DF0}
1521,133,12/8/95,Boronization of Alcator C-Mod,terry                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/133.pdf,Closed,12/8/1995,,,,,,,,,,,{33FC2E73-D951-E711-ABE8-0050568A3DF0}
1522,134,12/18/95,H- and CDH-Mode Scrape-off Layer Characterization,labombard                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/134.pdf,Closed,12/18/1995,,,,,,,,,,,{34FC2E73-D951-E711-ABE8-0050568A3DF0}
1523,135,12/18/95,Deep Tracer-Gas Injection Experiments,labombard                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/135.pdf,Closed,12/18/1995,,,,,,,,,,,{35FC2E73-D951-E711-ABE8-0050568A3DF0}
1524,136a,1/2/96,Low Single-Pass Absorption Heating with Boronization,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/136a.pdf,Closed, 1/2/1996,,,,,,,,,,,{36FC2E73-D951-E711-ABE8-0050568A3DF0}
1525,137a,7/1/96,Local Edge Threshold for H-Mode (Rev. 1),boivin                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/137a.pdf,Closed, 7/1/1996,,,,,,,,,,,{37FC2E73-D951-E711-ABE8-0050568A3DF0}
1526,137b,1/14/99,Local Edge Threshold for H-Mode (Rev. 2),hubbard                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/137b.pdf,Closed, 1/14/1999,,,,,,,,,,,{38FC2E73-D951-E711-ABE8-0050568A3DF0}
1527,142,1/25/96,Tail ions and low density limit in H modes,boivin                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/142.pdf,Closed, 1/25/1996,,,,,,,,,,,{39FC2E73-D951-E711-ABE8-0050568A3DF0}
1528,143a,12/12/97,Triangularity Scan in H-Mode (143 revised),G                             ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/143a.pdf,Closed,12/12/1997,,,,,,,,,,,{3AFC2E73-D951-E711-ABE8-0050568A3DF0}
1529,144,2/7/96,Fixed Density and Toroidal Field,snipes                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/144.pdf,Closed, 2/7/1996,,,,,,,,,,,{3BFC2E73-D951-E711-ABE8-0050568A3DF0}
1530,147,7/15/96,Enhanced Startup Techniques (Higher Pre-charge and Parallel EF4),hutch                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/147.pdf,Closed, 7/15/1996,,,,,,,,,,,{3CFC2E73-D951-E711-ABE8-0050568A3DF0}
1531,148,7/16/96,RF Conditioning and Testing,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/148.pdf,Closed, 7/16/1996,,,,,,,,,,,{3DFC2E73-D951-E711-ABE8-0050568A3DF0}
1532,150a,7/23/96,3He Minority Heating at 8T,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/150a.pdf,Closed, 7/23/1996,,,,,,,,,,,{3EFC2E73-D951-E711-ABE8-0050568A3DF0}
1533,151a,7/23/96,Sawtooth Stabilization,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/151a.pdf,Closed, 7/23/1996,,,,,,,,,,,{3FFC2E73-D951-E711-ABE8-0050568A3DF0}
1534,152,7/16/96,H-D Mode Conversion Heating,ckphillips                    ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/152.pdf,Closed, 7/16/1996,,,,,,,,,,,{40FC2E73-D951-E711-ABE8-0050568A3DF0}
1535,153,7/15/96,RF edge heating and RF field profiles,rost                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/153.pdf,Closed, 7/15/1996,,,,,,,,,,,{41FC2E73-D951-E711-ABE8-0050568A3DF0}
1536,154,7/26/96,H modes in Helium Plasmas,boivin                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/154.pdf,Closed, 7/26/1996,,,,,,,,,,,{42FC2E73-D951-E711-ABE8-0050568A3DF0}
1537,155,7/15/96,H-Mode Confinement Scaling MP No. 155,G                             ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/155.pdf,Closed, 7/15/1996,,,,,,,,,,,{43FC2E73-D951-E711-ABE8-0050568A3DF0}
1538,156a,7/22/96,Raise plasma current to 1.5 MA.,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/156a.pdf,Closed, 7/22/1996,,,,,,,,,,,{44FC2E73-D951-E711-ABE8-0050568A3DF0}
1539,157a,7/26/96,"Study of intrinsic impurities: generation, screening,",granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/157a.pdf,Closed, 7/26/1996,,,,,,,,,,,{45FC2E73-D951-E711-ABE8-0050568A3DF0}
1540,159a,7/29/96,Restart Operation: August 1996,wolfe                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/159a.pdf,Closed, 7/29/1996,,,,,,,,,,,{46FC2E73-D951-E711-ABE8-0050568A3DF0}
1541,160,7/23/96,Divertor Cryopump Prototype Commissioning,irby                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/160.pdf,Closed, 7/23/1996,,,,,,,,,,,{47FC2E73-D951-E711-ABE8-0050568A3DF0}
1542,161,7/18/96,JET/C-Mod Dimensionless Identity Experiments,hutch                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/161.pdf,Closed, 7/18/1996,,,,,,,,,,,{48FC2E73-D951-E711-ABE8-0050568A3DF0}
1543,162a,5/6/97,Volume Recombination in the Alcator C-Mod Divertor (Revised),terry                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/162a.pdf,Closed, 5/6/1997,,,,,,,,,,,{49FC2E73-D951-E711-ABE8-0050568A3DF0}
1544,164,7/23/96,Investigation of Toroidal Flows in the Edge and Divertor,welch                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/164.pdf,Closed, 7/23/1996,,,,,,,,,,,{4AFC2E73-D951-E711-ABE8-0050568A3DF0}
1545,165,7/23/96,Investigation of Poloidal Flows in the Plasma Core,weaver                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/165.pdf,Closed, 7/23/1996,,,,,,,,,,,{4BFC2E73-D951-E711-ABE8-0050568A3DF0}
1546,166,7/19/96,Density Limits in H-Mode MP No. 166,G                             ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/166.pdf,Closed, 7/19/1996,,,,,,,,,,,{4CFC2E73-D951-E711-ABE8-0050568A3DF0}
1547,167,7/23/96,Impurity Screening: Divertor Compression and the Role of,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/167.pdf,Closed, 7/23/1996,,,,,,,,,,,{4DFC2E73-D951-E711-ABE8-0050568A3DF0}
1548,168,7/18/96,Exploration of the Effect on Core Confinement of Different Impurities,blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/168.pdf,Closed, 7/18/1996,,,,,,,,,,,{4EFC2E73-D951-E711-ABE8-0050568A3DF0}
1549,168a,1/14/99,Exploration of the Effect on Core Confinement of Different Impurities         (rev. A),blip                          ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/168a.pdf,Closed, 1/14/1999,,,,,,,,,,,{4FFC2E73-D951-E711-ABE8-0050568A3DF0}
1550,169,4/15/97,Omegatron Commissioning,nachtrieb                     ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/169.pdf,Closed, 4/15/1997,,,,,,,,,,,{50FC2E73-D951-E711-ABE8-0050568A3DF0}
1551,170a,5/13/97,Restart Operation: May 1997,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/170a.pdf,Closed, 5/13/1997,,,,,,,,,,,{51FC2E73-D951-E711-ABE8-0050568A3DF0}
1552,171a,5/21/97,40MHz RF Conditioning and Testing,takase                        ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/171a.pdf,Closed, 5/21/1997,,,,,,,,,,,{52FC2E73-D951-E711-ABE8-0050568A3DF0}
1553,173a,5/18/97,Compare high-field side and low-field side gas fueling.,granetz                       ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/173a.pdf,Closed, 5/18/1997,,,,,,,,,,,{53FC2E73-D951-E711-ABE8-0050568A3DF0}
1554,174,5/20/97,The Physics of Poloidal Detachment,krash                         ,http://www-internal.psfc.mit.edu/cmod/operations/miniproposals/174.pdf,Closed, 5/20/1997,,,,,,,,,,,{54FC2E73-D951-E711-ABE8-0050568A3DF0}
